,0,1,2,3,4,5,6,7,8,9,10,11,index
0,0.7647523656487465,7.012633886915864e-05,0.04676438111346215,0.06960314931347966,4.435715451836586,3.7875029335054933e-06,2.055757448715667e-05,94.5200502872467,1.7791063555705477e-05,0.006961319741094485,0.05149435019120574,0.10454859584569931,7
0,99.20105934143066,2.385363586654421e-05,0.010753322567325085,0.00010414339612907497,0.007455324521288276,1.0654137128085495e-05,5.663150659529492e-05,0.7673705462366343,7.284246539285277e-07,0.000623890400675009,0.012501176388468593,4.742925625578209e-05,0
0,3.491788802545415e-08,5.525060373656743e-05,2.8213093685824746e-12,3.495295144897298e-11,2.954077303954361e-10,0.0017615826436667703,99.98794794082642,8.114097588274305e-09,0.010108304559253156,2.4873453990936767e-10,3.9823699893304365e-10,0.00012254622561158612,6
0,4.4182897340760974e-07,0.002815016523527447,4.865528119291085e-10,1.524590176327223e-09,1.1498858506001075e-10,99.98639822006226,0.002461840267642401,3.074478005515857e-07,0.002591391239548102,4.188773328195339e-07,1.2646261815518756e-06,0.0057358352933079,5
0,1.4065645359551127e-05,0.011866276327054948,0.01798338198568672,0.0005631478416034952,8.054028000081814e-08,6.440117203965201e-05,6.255985951497678e-07,0.018047810590360314,0.03661070659290999,99.90711212158203,3.330000026835478e-05,0.007714128878433257,9
0,6.72910459798004e-05,0.0013885697626392357,0.12317788787186146,0.0003876311893691309,5.084124676812962e-07,1.2511442548657215e-05,4.113246632186929e-07,0.06388611509464681,0.011865716805914417,99.79366064071655,9.7479414762347e-05,0.005452020559459925,9
0,1.4557407501669672e-07,0.008782064105616882,2.4804879927842194e-06,8.464718348477618e-06,2.5596165187380393e-07,0.03764665161725134,0.01894158194772899,0.00026818784135684837,99.5433509349823,0.02989875210914761,2.837704293767729e-07,0.36110379733145237,8
0,0.17803434748202562,0.0002504756821508636,0.005854955452377908,0.01864280056906864,0.5208094138652086,2.0763467034612404e-05,4.377199047667091e-05,98.64652156829834,9.56390067585744e-05,0.009674543252913281,0.07555171032436192,0.5445017013698816,7
0,4.7750450704597824e-06,2.6550858733820348e-08,2.376064323073024e-06,99.9942421913147,4.0823559288583056e-05,1.7364591481296848e-11,1.0598860927368142e-11,0.005686713484465145,3.8289701270732834e-09,2.8113802841289726e-06,4.818511908921685e-10,1.8026248937985656e-05,3
0,4.480431528008921e-05,0.00320850704156328,0.05788879934698343,0.0005118904937262414,3.754900390617877e-07,5.237596383267373e-05,2.1281156392660705e-06,0.03921134630218148,0.0695501163136214,99.81739521026611,3.6451922369451495e-05,0.012097974104108289,9
0,0.0005459882686409401,0.029835657915100455,0.00031590154776495183,0.00952981281443499,0.006069134542485699,0.029844194068573415,0.04725592152681202,0.46156770549714565,0.19976964686065912,0.013316355762071908,0.033067387994378805,99.16887879371643,11
0,7.188403827740331e-06,0.013868497626390308,2.2734474025565277e-08,7.716113858968754e-08,3.997899580832076e-09,99.92145299911499,0.010733212548075244,6.659011830834061e-06,0.02997078699991107,1.7743721514307254e-05,7.489727948950531e-06,0.02393034810665995,5
0,0.09262170060537755,0.46678613871335983,0.0568207586184144,0.36914413794875145,0.22819011937826872,0.36143192555755377,0.3431473858654499,11.453849822282791,1.830868236720562,0.8287114091217518,0.3835719311609864,83.58485698699951,11
0,0.0015522247849730775,4.378148191208631e-09,99.9826729297638,3.876862919582891e-06,1.8896663789291779e-06,1.6000562149103698e-11,8.469844292070816e-11,0.006630400457652286,1.2210011647584285e-09,0.00905016713659279,9.574793011779548e-05,7.890424980061539e-08,2
0,99.93494153022766,3.1740245848288495e-09,0.00013031846037847572,4.316155433059521e-07,0.0008342962246388197,6.39969284163544e-10,7.348997105305344e-09,0.06400262354873121,1.866697714372062e-11,4.300984901561833e-07,9.009814334604016e-05,1.0079875129020976e-08,0
0,3.864436770584234e-07,4.1505205672365264e-05,2.8545750290452643e-11,9.91941771777416e-11,2.0603074801783805e-09,0.0014533658941218164,99.99604225158691,3.040678819843379e-08,0.0023698263248661533,3.217405942362861e-10,2.359511024063732e-09,9.369322810925951e-05,6
0,0.004251089922036044,0.1717597246170044,0.006514679989777505,0.05602404708042741,0.018680034554563463,0.18149894895032048,0.11820475338026881,1.3126186095178127,1.5230920165777206,0.2595882397145033,0.08942867862060666,96.25833630561829,11
0,99.6743381023407,2.8345206182223137e-07,0.00019767651338042924,1.3226259909515647e-05,0.0023325319489231333,7.69982133608238e-08,7.563422776968309e-07,0.3226736094802618,2.426443594660821e-09,6.79215972354541e-06,0.0004479657036426943,1.1356273255103133e-06,0
0,0.0009360610420117155,5.867930432870835e-13,1.0274061601478479e-07,4.2334413308253716e-06,99.86251592636108,3.3043676420720395e-13,2.0596137642603374e-09,0.1365379779599607,6.875897691927674e-12,1.2290652436769411e-10,5.7160315369841896e-08,3.2421549889249945e-06,4
0,0.0010061941793537699,8.283263304933075e-14,2.1622361678907964e-07,2.5084302635036693e-06,99.88969564437866,2.7890200914683144e-14,2.453694582585375e-10,0.10929722338914871,1.0556619055475391e-12,8.531931671579285e-11,3.9862466105766714e-08,6.28470830932315e-07,4
0,3.1000493283528385e-07,99.99490976333618,4.593199778857304e-09,4.3797494519992597e-07,2.0314365763011467e-12,0.004080351936863735,1.9393768013742374e-05,1.0618632018122298e-05,0.00020099791981920134,0.00011287162351436564,6.999838575438844e-06,0.00067010619204666,1
0,99.96663331985474,1.0306845377172635e-07,7.824746148799022e-05,8.305880427883494e-07,0.0004123456164961681,3.2328493215771914e-07,3.7327819057964007e-06,0.032576790545135736,1.2891938384884671e-09,6.39610542307878e-07,0.0002858256493709632,3.606008824874607e-07,0
0,1.703014618215093e-05,0.003184558227076195,0.020151592616457492,0.00013393714652920607,1.1189377202569517e-07,4.8076270786623354e-05,1.4534758285833504e-06,0.016175128985196352,0.11026120046153665,99.84519481658936,1.3018397737596388e-05,0.004817361696041189,9
0,0.3720656502991915,0.4104370251297951,0.17791349673643708,0.7575036026537418,0.5865912418812513,0.24284147657454014,0.2856709295883775,30.9175044298172,1.334951352328062,1.6299579292535782,0.7282454986125231,62.55630850791931,11
0,0.00013802959983877372,0.01422283094143495,0.14907496515661478,0.0025912546334438957,1.7065914903469093e-06,0.0002289762733198586,5.462863228444803e-06,0.09538317681290209,0.05710527184419334,99.6245801448822,0.0004969650490238564,0.05616929265670478,9
0,0.00013779203982267063,0.019926951790694147,0.09769856696948409,0.0006856644631625386,6.363631843697704e-07,0.00030268677164713154,1.3714563351641118e-05,0.03393076767679304,0.10072743752971292,99.73207116127014,0.00017026925434038276,0.01434356818208471,9
0,7.886698938364134e-06,4.6311318668834645e-08,4.287449684170497e-06,99.98664855957031,6.077302145968133e-05,1.9189978653442324e-11,1.1704270094347463e-11,0.013227469753473997,3.6606124381721727e-09,4.541952236536417e-06,2.305748821040954e-09,4.893454388366081e-05,3
0,0.20661982707679272,0.0009197673534799833,0.006782402488170192,0.039496333920396864,0.17498634988442063,7.488419662138313e-07,2.2055790083186366e-06,99.52254295349121,8.281707408741568e-06,0.011549473856575787,0.008355411409866065,0.028734648367390037,7
0,0.0029102768166922033,0.30774641782045364,0.0032937714422587305,0.030727029661647975,0.006607144314330071,0.45351949520409107,0.2890850184485316,0.6047332659363747,3.80033478140831,0.22060435730963945,0.04462497017811984,94.23580765724182,11
0,0.25544529780745506,2.817032509483397e-05,0.014081511471886188,0.016202156257349998,1.5956085175275803,1.5066994762946706e-06,5.578030126685007e-06,97.95946478843689,8.940126861034514e-06,0.004396755684865639,0.04535510379355401,0.10940508218482137,7
0,0.17815048340708017,0.6645107641816139,0.18290329026058316,0.6495597772300243,0.28391024097800255,0.43346649035811424,0.3052694024518132,20.307627320289612,2.903880551457405,3.012525849044323,0.3873192938044667,70.69087624549866,11
0,0.0011518045539560262,5.305637563473198e-14,1.9917287819026797e-07,1.0968453700854752e-06,99.82360601425171,1.576639467099471e-14,1.1150065246101626e-10,0.17524072900414467,6.328908632656201e-13,9.736080214609033e-11,5.254023327516677e-08,4.95866769867348e-07,4
0,0.0006208462309587048,3.2300714705926087e-15,3.6615532827966035e-08,1.1317166093149922e-07,99.95890259742737,1.1507821054260201e-15,3.075790219308344e-11,0.04047532274853438,2.4921064560937123e-14,3.707845730211053e-12,2.8281235686655748e-08,7.934876089521481e-08,4
0,1.695938500745342e-06,0.01143155968748033,4.4594775788775465e-09,2.211521937800498e-08,1.237969622647217e-09,99.94966983795166,0.008442265243502334,2.0043350090759304e-06,0.01403070637024939,2.906278417924568e-06,3.8080457898104214e-06,0.016409970703534782,5
0,0.0005713785412808647,0.0005157658961252309,7.465998486111403e-07,1.5001628383970456e-06,8.738189194446022e-05,0.03865042235702276,99.75569248199463,0.0002965268095067586,0.11575575917959213,3.8902509658100826e-06,2.0711243564619508e-05,0.0884056556969881,6
0,2.567673718090191e-06,0.02833506732713431,1.3882520133456921e-08,4.754565630094021e-08,2.9637299558959995e-09,99.8789370059967,0.013898484758101404,5.3427921642423826e-06,0.044482634984888136,1.4307329365692567e-05,7.360035425563183e-06,0.03432094235904515,5
