,time,expect,testMAE,max_trainMAE,anomaly
53180,794.834895,15.545686897646178,19.401797865188954,0.3,True
53181,794.835203,16.580903463911962,19.328525867773433,0.3,True
53182,794.83566,15.545686897646178,19.1143206670335,0.3,True
53183,794.83578,16.270338494032224,19.01859202965248,0.3,True
53184,794.836028,14.214694169590173,19.061422228088713,0.3,True
53185,794.836577,13.820325953869869,18.907403601860146,0.3,True
53186,794.838911,13.734057906681057,18.716753849471456,0.3,True
53187,794.839224,18.355560434653302,18.504194551575395,0.3,True
53188,794.839651,18.355560434653302,18.50588437246971,0.3,True
53189,794.840481,17.804341224044247,18.545888519968226,0.3,True
53190,794.840599,17.804341224044247,18.57024268815445,0.3,True
53191,794.840777,18.030206656684054,18.445555788331955,0.3,True
53192,794.841335,18.030206656684054,18.38424457996982,0.3,True
53193,794.842139,26.933069126569787,18.25099623627785,0.3,True
53194,794.842404,15.545686897646178,18.945821968337466,0.3,True
53195,794.842792,16.950623666149742,18.980753811598866,0.3,True
53196,794.842906,16.182743246117425,19.098593996889544,0.3,True
53197,794.843107,15.804491039212623,19.11595381798443,0.3,True
53198,794.843739,15.804491039212623,19.17242553528149,0.3,True
53199,794.843841,18.355560434653302,19.165552184452373,0.3,True
53200,794.843984,16.182743246117425,19.399438234661087,0.3,True
53201,794.844746,16.182743246117425,19.57798701253608,0.3,True
53202,794.844849,16.182743246117425,19.754193644418102,0.3,True
53203,794.845086,15.286882756079732,19.617487143965036,0.3,True
53204,794.845786,16.925975652667216,19.435261979202664,0.3,True
53205,794.845899,16.925975652667216,19.355918974507265,0.3,True
53206,794.846139,16.182743246117425,19.283916822231404,0.3,True
53207,794.846741,16.182743246117425,19.167515433223944,0.3,True
53208,794.846854,16.182743246117425,19.048605101930306,0.3,True
53209,794.847095,16.182743246117425,18.33529997285232,0.3,True
53210,794.84754,26.933069126569787,18.37931388617569,0.3,True
53211,794.847652,17.804341224044247,18.90992486755141,0.3,True
53212,794.847878,16.925975652667216,19.015020419125012,0.3,True
53213,794.867743,16.925975652667216,19.11135478751527,0.3,True
53214,794.868394,16.925975652667216,19.213941770562613,0.3,True
53215,794.868764,16.925975652667216,19.141244613188814,0.3,True
53216,794.869134,16.925975652667216,19.20600399727608,0.3,True
53217,794.870025,18.030206656684054,19.264930637718635,0.3,True
53218,794.870143,17.70238807736656,19.370872420873336,0.3,True
53219,794.870337,19.06542322294984,19.52775260299802,0.3,True
53220,794.870909,26.933069126569787,19.64243379129254,0.3,True
53221,794.872052,17.202033403671432,20.25822889795725,0.3,True
53222,794.87219,15.545686897646178,20.31693936632879,0.3,True
53223,794.872387,17.70238807736656,20.315323889869635,0.3,True
53224,794.872878,19.06542322294984,20.428553059624416,0.3,True
53225,794.873004,16.950623666149742,20.608147539146305,0.3,True
53226,794.873165,26.933069126569787,19.971215818978163,0.3,True
53227,794.873854,18.355560434653302,20.509990197380784,0.3,True
53228,794.873962,18.355560434653302,20.600136749616436,0.3,True
53229,794.874173,18.355560434653302,20.698573886734195,0.3,True
53230,794.874868,16.182743246117425,20.80493035921725,0.3,True
53231,794.87498,18.355560434653302,20.799586951336444,0.3,True
53232,794.875224,15.804491039212623,20.890435582709266,0.3,True
53233,794.875664,15.545686897646178,20.792715771631787,0.3,True
53234,794.876638,17.804341224044247,20.6856666579623,0.3,True
53235,794.876994,17.804341224044247,20.5762806704844,0.3,True
53236,794.87796,18.030206656684054,19.954242727971973,0.3,True
53237,794.878082,18.030206656684054,19.996996033213303,0.3,True
53238,794.878195,26.933069126569787,20.15558741751944,0.3,True
53239,794.878287,26.933069126569787,20.70463336089721,0.3,True
53240,794.878346,17.202033403671432,21.238144334893313,0.3,True
53241,794.878981,17.202033403671432,21.208124707762902,0.3,True
53242,794.879272,15.545686897646178,20.574557874319332,0.3,True
53243,794.879874,16.950623666149742,20.440196117426126,0.3,True
53244,794.880771,26.933069126569787,20.369386158525018,0.3,True
53245,794.881115,15.804491039212623,20.865939420862706,0.3,True
53246,794.881632,26.933069126569787,20.86617846339229,0.3,True
53247,794.882449,17.202033403671432,21.417608681080214,0.3,True
53248,794.882599,15.545686897646178,21.50102322024919,0.3,True
53249,794.882812,26.933069126569787,21.53878354154843,0.3,True
53250,794.883236,26.933069126569787,22.114154885740845,0.3,True
53251,794.884101,16.182743246117425,22.7465573448294,0.3,True
53252,794.884213,16.182743246117425,22.579592000514936,0.3,True
53253,794.884491,15.804491039212623,22.484292706157742,0.3,True
53254,794.884977,16.950623666149742,21.79187669647549,0.3,True
53255,794.885104,16.182743246117425,21.146255087988973,0.3,True
53256,794.885292,13.604655835897836,21.112886495965295,0.3,True
53257,794.88595,16.392682270045455,20.94828655086478,0.3,True
53258,794.886831,15.804491039212623,20.98845653820055,0.3,True
53259,794.886954,14.76927447294684,20.91744603345105,0.3,True
53260,794.887157,16.182743246117425,20.130092763065477,0.3,True
53261,794.887708,16.182743246117425,20.13967254466817,0.3,True
53262,794.887826,15.804491039212623,19.413167649113234,0.3,True
53263,794.888028,16.182743246117425,19.320138856900126,0.3,True
53264,794.888618,16.182743246117425,19.353402810277824,0.3,True
53265,794.889312,16.182743246117425,18.63086035203469,0.3,True
53266,794.889632,15.804491039212623,17.91246625785864,0.3,True
53267,794.907504,15.085590645972502,17.89333894862482,0.3,True
53268,794.908221,17.271047841422483,17.83708344052943,0.3,True
53269,794.908649,15.804491039212623,17.9035154645591,0.3,True
53270,794.909913,18.133728313310634,17.836555008001937,0.3,True
53271,794.910658,13.216449623548167,17.93025544032267,0.3,True
53272,794.910947,15.131600271139867,17.970269955733997,0.3,True
53273,794.911587,13.604655835897836,17.8978413593592,0.3,True
53274,794.912371,16.392682270045455,17.7755689379578,0.3,True
53275,794.912517,16.21118326167418,17.848477861059255,0.3,True
53276,794.912698,16.392682270045455,17.831386540242736,0.3,True
53277,794.91325,13.604655835897836,17.83396116824327,0.3,True
53278,794.913382,16.392682270045455,17.728636167279998,0.3,True
53279,794.913575,16.182743246117425,17.718877712127764,0.3,True
53280,794.91455,16.182743246117425,17.704866678751706,0.3,True
53281,794.917126,16.182743246117425,17.69897604707598,0.3,True
53282,794.917541,16.182743246117425,17.720593678104944,0.3,True
53283,794.91789,16.182743246117425,17.791638974128603,0.3,True
53284,794.918678,16.182743246117425,17.718688860239126,0.3,True
53285,794.918819,16.182743246117425,17.74550826014321,0.3,True
